id,type,identifier,label,familyName,givenName,sortLabel,officialFamilyName,officialGivenName
person/124702,Person,124702,Jaromír ŠTĚTINA,Štětina,Jaromír,STETINA,,
person/125049,Person,125049,Maria Lidia SENRA RODRÍGUEZ,Senra Rodríguez,Maria Lidia,SENRARODRIGUEZ,,
person/197825,Person,197825,Raffaele STANCANELLI,Stancanelli,Raffaele,STANCANELLI,,
person/1374,Person,1374,Vasco GARCIA,Garcia,Vasco,GARCIA,,
person/96952,Person,96952,Sylvie GUILLAUME,Guillaume,Sylvie,GUILLAUME SYLVIE,,
person/197390,Person,197390,Sara SKYTTEDAL,Skyttedal,Sara,SKYTTEDAL,,
person/96754,Person,96754,Wim VAN DE CAMP,van de Camp,Wim,CAMP,,
person/496,Person,496,Emilio BATTISTA,Battista,Emilio,BATTISTA,,
person/2293,Person,2293,Peter SICHROVSKY,Sichrovsky,Peter,SICHROVSKY,,
person/1701,Person,1701,DOURO,Douro,,DOURO,,
person/463,Person,463,Michele CIFARELLI,Cifarelli,Michele,CIFARELLI,,
person/118858,Person,118858,Marlene MIZZI,Mizzi,Marlene,MIZZI,,
person/28451,Person,28451,Lorenzo CESA,Cesa,Lorenzo,CESA,,
person/116663,Person,116663,Monika PANAYOTOVA,Panayotova,Monika,PANAYOTOVA,Панайотова,Моника
person/96650,Person,96650,Lothar BISKY,Bisky,Lothar,BISKY,,
person/96866,Person,96866,Salvatore CARONNA,Caronna,Salvatore,CARONNA,,
person/978,Person,978,Léon SCHWARTZENBERG,Schwartzenberg,Léon,SCHWARTZENBERG,,
person/96733,Person,96733,Antonio CANCIAN,Cancian,Antonio,CANCIAN,,
person/1768,Person,1768,José Miguel BUENO VICENTE,Bueno Vicente,José Miguel,BUENO VICENTE,,
person/29074,Person,29074,Vito BONSIGNORE,Bonsignore,Vito,BONSIGNORE,,
person/96683,Person,96683,Carl HAGLUND,Haglund,Carl,HAGLUND,,
person/257299,Person,257299,Kathleen FUNCHION,Funchion,Kathleen,FUNCHIONK,,
person/1094,Person,1094,Achille OCCHETTO,Occhetto,Achille,OCCHETTO,,
person/197537,Person,197537,Alexandr VONDRA,Vondra,Alexandr,VONDRA,,
person/1033,Person,1033,Alonso José PUERTA,Puerta,Alonso José,PUERTA,,
person/197510,Person,197510,Jarosław DUDA,Duda,Jarosław,DUDAJ,,
person/677,Person,677,Gaston THORN,Thorn,Gaston,THORN,,
person/256882,Person,256882,Julie RECHAGNEUX,Rechagneux,Julie,RECHAGNEUXJ,,
person/124744,Person,124744,Guillaume BALAS,Balas,Guillaume,BALAS,,
person/107973,Person,107973,Tarja CRONBERG,Cronberg,Tarja,CRONBERG,,
person/256860,Person,256860,András LÁSZLÓ,László,András,LASZLOA,,
person/197532,Person,197532,Elżbieta KRUK,Kruk,Elżbieta,KRUK,,
person/25894,Person,25894,George VARNAVA,Varnava,George,VARNAVA,Βαρνάβα,Γιώργος
person/120,Person,120,Pietro C. RESTAGNO,Restagno,Pietro C.,RESTAGNO,,
person/785,Person,785,Leonilde IOTTI,Iotti,Leonilde,IOTTI,,
person/1489,Person,1489,Willem J. VERGEER,Vergeer,Willem J.,VERGEER,,
person/96677,Person,96677,Cecilia WIKSTRÖM,Wikström,Cecilia,WIKSTROM,,
person/96956,Person,96956,Julie GIRLING,Girling,Julie,GIRLING,,
person/112014,Person,112014,Phil BENNION,Bennion,Phil,BENNION,,
person/2046,Person,2046,Guido PODESTÀ,Podestà,Guido,PODESTA,,
person/2099,Person,2099,Robert EVANS,Evans,Robert,EVANSR,,
person/197504,Person,197504,Jérémy DECERLE,Decerle,Jérémy,DECERLE,,
person/1099,Person,1099,Nereo LARONI,Laroni,Nereo,LARONI,,
person/256861,Person,256861,Kinga KOLLÁR,Kollár,Kinga,KOLLARK,,
person/1201,Person,1201,Pedro Manuel CANAVARRO,Canavarro,Pedro Manuel,CANAVARRO,,
person/4384,Person,4384,Alain LIPIETZ,LIPIETZ,Alain,LIPIETZ,,
person/39723,Person,39723,Dumitru OPREA,Oprea,Dumitru,OPREA,,
person/212855,Person,212855,Alin MITUȚA,Mituța,Alin,MITUTA,,
person/554,Person,554,Yvon BOURGES,Bourges,Yvon,BOURGES,,
person/28412,Person,28412,Bernat JOAN I MARÍ,Joan i Marí,Bernat,JOANIMARI,,
person/125052,Person,125052,Juan Carlos GIRAUTA VIDAL,Girauta Vidal,Juan Carlos,GIRAUTAVIDAL,,
person/257043,Person,257043,Maravillas ABADÍA JOVER,Abadía Jover,Maravillas,ABADIAJOVERM,,
person/123792,Person,123792,Giovanni BARBAGALLO,Barbagallo,Giovanni,BARBAGALLO,,
person/1713,Person,1713,John DE COURCY LING,de Courcy Ling,John,COURCYLING,,
person/4361,Person,4361,William ABITBOL,Abitbol,William,ABITBOL,,
person/204414,Person,204414,Margarita DE LA PISA CARRIÓN,de la Pisa Carrión,Margarita,PISACARRION,,
person/202352,Person,202352,Antoni COMÍN I OLIVERES,Comín i Oliveres,Antoni,COMÍNIOLIVERES,,
person/678,Person,678,James W. SPICER,SPICER,James W.,SPICER,,
person/1755,Person,1755,José António BRITO APOLONIA,Brito Apolonia,José António,BRITO APOLONIA,,
person/2191,Person,2191,Alfonso Luigi MARRA,Marra,Alfonso Luigi,MARRA,,
person/1258,Person,1258,Rolf LINKOHR,Linkohr,Rolf,LINKOHR,,
person/197498,Person,197498,Robert BIEDROŃ,Biedroń,Robert,BIEDRON,,
person/512,Person,512,Aldo AJELLO,Ajello,Aldo,AJELLO,,
person/4539,Person,4539,David SUMBERG,Sumberg,David,SUMBERG,,
person/1133,Person,1133,Sylviane H. AINARDI,Ainardi,Sylviane H.,AINARDI,,
person/96795,Person,96795,Jacek Olgierd KURSKI,Kurski,Jacek Olgierd,KURSKI,,
person/105,Person,105,Jan P. PRONK,Pronk,Jan P.,PRONKJ,,
person/190518,Person,190518,Jörg MEUTHEN,Meuthen,Jörg,MEUTHEN,,
person/467,Person,467,Giuseppe CARON,Caron,Giuseppe,CARON,,
person/23413,Person,23413,Mojca KLEVA KEKUŠ,Kleva Kekuš,Mojca,KLEVAKEKUS,,
person/133326,Person,133326,Stefano MAULLU,Maullu,Stefano,MAULLU,,
person/1378,Person,1378,Michael J. WELSH,Welsh,Michael J.,WELSH,,
person/506,Person,506,Giulio BATTISTINI,Battistini,Giulio,BATTISTINI,,
person/4261,Person,4261,Matti WUORI,WUORI,Matti,WUORI,,
person/1237,Person,1237,Mechtild ROTHE,Rothe,Mechtild,ROTHE,,
person/4399,Person,4399,Guido BODRATO,Bodrato,Guido,BODRATO,,
person/33977,Person,33977,Gabriela CREȚU,Crețu,Gabriela,CRETUG,,
person/1862,Person,1862,Elda PUCCI,Pucci,Elda,PUCCIE,,
person/124760,Person,124760,Nicolas BAY,Bay,Nicolas,BAY,,
person/197935,Person,197935,Ivan Vilibor SINČIĆ,Sinčić,Ivan Vilibor,SINCIC,,
person/23853,Person,23853,Aldis KUŠĶIS,Kušķis,Aldis,KUSKIS,,
person/128,Person,128,Rafton POUNDER,Pounder,Rafton,POUNDER,,
person/96953,Person,96953,Estelle GRELIER,Grelier,Estelle,GRELIER,,
person/723,Person,723,Antonios GEORGIADIS,Georgiadis,Antonios,GEORGIADIS,Γεωργιαδης,Αντώνιος
person/2055,Person,2055,Ulpu IIVARI,Iivari,Ulpu,IIVARI,,
person/2084,Person,2084,Roy PERRY,Perry,Roy,PERRY,,
person/1901,Person,1901,Lone DYBKJÆR,Dybkjær,Lone,DYBKJAER,,
person/2323,Person,2323,Rainer WIELAND,Wieland,Rainer,WIELAND,,
person/1455,Person,1455,James L. JANSSEN VAN RAAY,JANSSEN van RAAY,James L.,JANSSEN VAN RAAY,,
person/28374,Person,28374,Wiesław Stefan KUC,Kuc,Wiesław Stefan,KUC,,
person/257055,Person,257055,Małgorzata GOSIEWSKA,Gosiewska,Małgorzata,GOSIEWSKAM,,
person/257116,Person,257116,Georgiana TEODORESCU,Teodorescu,Georgiana,TEODORESCUG,,
person/4502,Person,4502,Maria Johanna (Marieke) SANDERS-TEN HOLTE,Sanders-ten Holte,Maria Johanna (Marieke),SANDERSTENHOLTE,,
person/296,Person,296,Marcel O.C.L.G. THIRY,Thiry,Marcel O.C.L.G.,THIRY,,
person/578,Person,578,Heinrich DEIST,Deist,Heinrich,DEIST,,
person/256995,Person,256995,Gordan BOSANAC,Bosanac,Gordan,BOSANACG,,
person/4387,Person,4387,Didier ROD,Rod,Didier,ROD,,
person/28547,Person,28547,Ioannis VARVITSIOTIS,Varvitsiotis,Ioannis,VARVITSIOTIS,Βαρβιτσιώτης,Ιωάννης
person/1635,Person,1635,José Ramón HERRERO MEREDIZ,Herrero Merediz,José Ramón,HERRERO MEREDIZ,,
person/124945,Person,124945,Margot PARKER,Parker,Margot,PARKER,,
person/2010,Person,2010,Manuela FRUTOS GAMA,Frutos Gama,Manuela,FRUTOS GAMA,,
person/124894,Person,124894,Michał MARUSIK,Marusik,Michał,MARUSIK,,
person/28126,Person,28126,Christofer FJELLNER,Fjellner,Christofer,FJELLNER,,
person/96814,Person,96814,Elena BĂSESCU,Băsescu,Elena,BASESCU,,
person/1773,Person,1773,Carla BARBARELLA,Barbarella,Carla,BARBARELLA,,
person/1905,Person,1905,Heinz KINDERMANN,Kindermann,Heinz,KINDERMANN,,
person/2223,Person,2223,Wilmya ZIMMERMANN,Zimmermann,Wilmya,ZIMMERMANN,,
person/4414,Person,4414,Yves BUTEL,Butel,Yves,BUTEL,,
person/4559,Person,4559,Maria MARTENS,Martens,Maria,MARTENSM,,
person/28404,Person,28404,Matteo SALVINI,Salvini,Matteo,SALVINI,,
person/1032,Person,1032,Dimitrios NIANIAS,NIANIAS,Dimitrios,NIANIAS,ΝΙΑΝΙΑΣ,Δημήτριος
person/1328,Person,1328,José VÁZQUEZ FOUZ,Vázquez Fouz,José,VAZQUEZ FOUZ,,
person/2181,Person,2181,Giorgos KATIFORIS,Katiforis,Giorgos,KATIFORIS,Κατηφόρης,Γιώργος
person/4241,Person,4241,Johan VAN HECKE,Van Hecke,Johan,VANHECKEJ,,
person/38600,Person,38600,Bilyana Ilieva RAEVA,Raeva,Bilyana Ilieva,RAEVA,Раева,Биляна Илиева
person/40600,Person,40600,Juan FRAILE CANTÓN,Fraile Cantón,Juan,FRAILECANTON,,
person/2017,Person,2017,Mark Phillip HENDRICK,Hendrick,Mark Phillip,HENDRICK,,
person/28275,Person,28275,Małgorzata HANDZLIK,Handzlik,Małgorzata,HANDZLIK,,
person/98582,Person,98582,Loránt VINCZE,Vincze,Loránt,VINCZE,,
person/676,Person,676,Alan R. TYRRELL,Tyrrell,Alan R.,TYRRELL,,
person/77,Person,77,Michael Norman SHAW,Shaw,Michael Norman,SHAW,,
person/421,Person,421,Pierre GREGOIRE,GREGOIRE,Pierre,GREGOIRE,,
person/314,Person,314,Léon JOZEAU-MARIGNÉ,Jozeau-Marigné,Léon,JOZEAU-MARIGNE,,
person/36392,Person,36392,Aldo PATRICIELLO,Patriciello,Aldo,PATRICIELLO,,
person/4396,Person,4396,Francesco FIORI,Fiori,Francesco,FIORI,,
person/1745,Person,1745,Rodolfo CRESPO,Crespo,Rodolfo,CRESPO,,
person/1207,Person,1207,Jean-Pierre RAFFARIN,Raffarin,Jean-Pierre,RAFFARIN,,
person/33980,Person,33980,Vlad Gabriel HOGEA,Hogea,Vlad Gabriel,HOGEA,,
person/39724,Person,39724,Csaba SÓGOR,Sógor,Csaba,SOGOR,,
person/124875,Person,124875,Anders VISTISEN,Vistisen,Anders,VISTISEN,,
person/23645,Person,23645,Bent Hindrup ANDERSEN,Andersen,Bent Hindrup,ANDERSENB,,
person/124955,Person,124955,Jane COLLINS,Collins,Jane,COLLINS,,
person/188733,Person,188733,Jonathan BULLOCK,Bullock,Jonathan,BULLOCK,,
person/197652,Person,197652,Angelika WINZIG,Winzig,Angelika,WINZIG,,
person/257030,Person,257030,Raúl DE LA HOZ QUINTANO,de la Hoz Quintano,Raúl,DELAHOZQUINTANO,,
person/1224,Person,1224,Karl VON WOGAU,von Wogau,Karl,WOGAU,,
person/1487,Person,1487,Kurt WAWRZIK,Wawrzik,Kurt,WAWRZIK,,
person/674,Person,674,Seán TREACY,Treacy,Seán,TREACY,,
person/607,Person,607,Helmuth BERTRAM,Bertram,Helmuth,BERTRAM,,
person/1323,Person,1323,Peter Duncan CRAMPTON,CRAMPTON,Peter Duncan,CRAMPTON,,
person/619,Person,619,Henri L.E.E.M. MOREAU DE MELEN,Moreau de Melen,Henri L.E.E.M.,MOREAU DE MELEN,,
person/96872,Person,96872,Nadja HIRSCH,Hirsch,Nadja,HIRSCH,,
person/28237,Person,28237,Frithjof SCHMIDT,Schmidt,Frithjof,SCHMIDTF,,
person/113890,Person,113890,Karim ZÉRIBI,Zéribi,Karim,ZERIBI,,
person/221463,Person,221463,Ladislav ILČIĆ,Ilčić,Ladislav,ILČIĆ,,
person/1810,Person,1810,José Emilio CERVERA CARDONA,Cervera Cardona,José Emilio,CERVERA CARDONA,,
person/124727,Person,124727,Jussi HALLA-AHO,Halla-aho,Jussi,HALLA-AHO,,
person/183,Person,183,Luigi PRETI,Preti,Luigi,PRETI,,
person/459,Person,459,Alcide DE GASPERI,De Gasperi,Alcide,DEGASPERI,,
person/4342,Person,4342,Joseph DAUL,Daul,Joseph,DAUL,,
person/197440,Person,197440,Delara BURKHARDT,Burkhardt,Delara,BURKHARDT,,
person/202112,Person,202112,Gheorghe-Vlad NISTOR,Nistor,Gheorghe-Vlad,NISTOR,,
person/197709,Person,197709,Robert ROOS,Roos,Robert,ROOS,,
person/112754,Person,112754,Milorad PUPOVAC,Pupovac,Milorad,PUPOVAC,,
person/605,Person,605,Fritz CORTERIER,Corterier,Fritz,CORTERIERF,,
person/1682,Person,1682,Gérard LONGUET,Longuet,Gérard,LONGUET,,
person/1411,Person,1411,Alfred LOMAS,Lomas,Alfred,LOMAS,,
person/33979,Person,33979,Ovidiu Victor GANȚ,Ganț,Ovidiu Victor,GANT,,
person/96785,Person,96785,Lena KOLARSKA-BOBIŃSKA,Kolarska-Bobińska,Lena,KOLARSKA-BOBINSKA,,
person/920,Person,920,Dominique BUCCHINI,Bucchini,Dominique,BUCCHINI,,
person/204421,Person,204421,Jean-Lin LACAPELLE,Lacapelle,Jean-Lin,LACAPELLE,,
person/28138,Person,28138,Zsolt László BECSEY,Becsey,Zsolt László,BECSEY,,
person/989,Person,989,Giuliano FERRARA,Ferrara,Giuliano,FERRARA,,
person/28228,Person,28228,Albert DESS,Deß,Albert,DESS,,
person/125062,Person,125062,Georgios KATROUGKALOS,Katrougkalos,Georgios,KATROUGKALOS,Κατρούγκαλος,Γεώργιος
person/256998,Person,256998,Rachel BLOM,Blom,Rachel,BLOMR,,
person/708,Person,708,Wolfgang SCHALL,Schall,Wolfgang,SCHALL,,
person/257119,Person,257119,Şerban-Dimitrie STURDZA,Sturdza,Şerban-Dimitrie,STURDZAS,,
person/110,Person,110,Roland RIZ,Riz,Roland,RIZ,,
person/28411,Person,28411,Ignasi GUARDANS CAMBÓ,Guardans Cambó,Ignasi,GUARDANSCAMBO,,
person/2161,Person,2161,Carlos LAGE,Lage,Carlos,LAGE,,
person/104,Person,104,Luigi C. ROSATI,Rosati,Luigi C.,ROSATI Luigi,,
person/4406,Person,4406,Armonia BORDES,Bordes,Armonia,BORDES,,
person/197613,Person,197613,Gina DOWDING,Dowding,Gina,DOWDING,,
person/560,Person,560,Jean BERNASCONI,Bernasconi,Jean,BERNASCONI,,
person/2294,Person,2294,Ursula STENZEL,Stenzel,Ursula,STENZEL,,
person/44,Person,44,René TOMASINI,Tomasini,René,TOMASINI,,
person/697,Person,697,Leonardo SCIASCIA,Sciascia,Leonardo,SCIASCIA,,
person/197533,Person,197533,Manon AUBRY,Aubry,Manon,AUBRY,,
person/1137,Person,1137,Luigi Alberto COLAJANNI,Colajanni,Luigi Alberto,COLAJANNI,,
person/257066,Person,257066,André RODRIGUES,Rodrigues,André,RODRIGUESAN,,
person/730,Person,730,Efstratios PAPAEFSTRATIOU,Papaefstratiou,Efstratios,PAPAEFSTRATIOU,Παπαευστρατίου,Εύστράτιος
person/717,Person,717,Carlo RIPA DI MEANA,Ripa Di Meana,Carlo,RIPADIMEANA,,
person/197406,Person,197406,Arba KOKALARI,Kokalari,Arba,KOKALARI,,
person/256872,Person,256872,Fabrice LEGGERI,Leggeri,Fabrice,LEGGERIF,,
person/39716,Person,39716,Daniel DĂIANU,Dăianu,Daniel,DAIANU,,
person/1855,Person,1855,Hanns-Ulrich MEISEL,Meisel,Hanns-Ulrich,MEISEL,,
person/256803,Person,256803,Maria GUZENINA,Guzenina,Maria,GUZENINAM,,
person/28373,Person,28373,Bogdan GOLIK,Golik,Bogdan,GOLIK,,
person/1481,Person,1481,Spyridon ZOURNATZIS,Zournatzis,Spyridon,ZOURNATZIS,Ζουρνατζής,Σπυρίδων
person/256877,Person,256877,Pascale PIERA,Piera,Pascale,PIERAP,,
person/366,Person,366,Brian LENIHAN,Lenihan,Brian,LENIHAN,,
person/197736,Person,197736,Belinda DE LUCY,De Lucy,Belinda,DELUCY,,
person/447,Person,447,René L.H. LEFEBVRE,Lefebvre,René L.H.,LEFEBVRE,,
person/1528,Person,1528,Felipe SANCHEZ-CUENCA MARTINEZ,Sanchez-Cuenca Martinez,Felipe,SANCHEZ-CUENCA MARTINEZ,,
person/193080,Person,193080,Karine GLOANEC MAURIN,Gloanec Maurin,Karine,GLOANECMAURIN,,
person/1741,Person,1741,Georges DE BRÉMOND D'ARS,de BRÉMOND d'ARS,Georges,BREMOND DARS,,
person/211,Person,211,John E.B. HILL,Hill,John E.B.,HILL John,,
person/28132,Person,28132,Richard ASHWORTH,Ashworth,Richard,ASHWORTH,,
person/1838,Person,1838,Gérard ONESTA,Onesta,Gérard,ONESTA,,
person/96685,Person,96685,Riikka PAKARINEN,Pakarinen,Riikka,PAKARINEN,,
person/339,Person,339,Adrien P.J. VAN KAUVENBERGH,van Kauvenbergh,Adrien P.J.,KAUVENBERGH,,
person/197473,Person,197473,Christian DOLESCHAL,Doleschal,Christian,DOLESCHAL,,
person/197838,Person,197838,Juozas OLEKAS,Olekas,Juozas,OLEKAS,,
person/651,Person,651,Pierre J.F. BERTRAND,Bertrand,Pierre J.F.,BERTRANDP,,
person/961,Person,961,José Antonio ESCUDERO,Escudero,José Antonio,ESCUDERO,,
person/415,Person,415,Tiemen BROUWER,Brouwer,Tiemen,BROUWER,,
person/2201,Person,2201,Jean BAGGIONI,Baggioni,Jean,BAGGIONI,,
person/28254,Person,28254,Karin RESETARITS,Resetarits,Karin,RESETARITS,,
person/1291,Person,1291,Marc GALLE,Galle,Marc,GALLE,,
person/26818,Person,26818,Jason AZZOPARDI,Azzopardi,Jason,AZZOPARDI,,
person/1916,Person,1916,Xaver MAYER,Mayer,Xaver,MAYERXA,,
person/96725,Person,96725,Bas EICKHOUT,Eickhout,Bas,EICKHOUT,,
person/39321,Person,39321,Vicente Miguel GARCÉS RAMÓN,Garcés Ramón,Vicente Miguel,GARCESRAMON,,
person/657,Person,657,Ioannis ZIAGAS,Ziagas,Ioannis,ZIAGAS,Ζιάγκας,Ίωάννης
person/301,Person,301,Paul-Henri SPAAK,Spaak,Paul-Henri,SPAAKP,,
person/28141,Person,28141,Lívia JÁRÓKA,Járóka,Lívia,JAROKA,,
person/124833,Person,124833,Laura FERRARA,Ferrara,Laura,FERRARA LAURA,,
person/135511,Person,135511,Valérie HAYER,Hayer,Valérie,HAYER,,
person/97294,Person,97294,Catherine SOULLIE,SOULLIE,Catherine,SOULLIE,,
person/4355,Person,4355,Yasmine BOUDJENAH,Boudjenah,Yasmine,BOUDJENAH,,
person/124763,Person,124763,Antanas GUOGA,Guoga,Antanas,GUOGA,,
person/553,Person,553,Roland BOSCARY-MONSSERVIN,Boscary-Monsservin,Roland,BOSCARY-MONSSERVIN,,
person/639,Person,639,Alfred BERTRAND,Bertrand,Alfred,BERTRANDA,,
person/474,Person,474,Yves ESTÈVE,Estève,Yves,ESTEVEY,,
person/124736,Person,124736,Merja KYLLÖNEN,Kyllönen,Merja,KYLLONEN,,
person/124739,Person,124739,Carlos ZORRINHO,Zorrinho,Carlos,ZORRINHO,,
person/1192,Person,1192,Christa RANDZIO-PLATH,Randzio-Plath,Christa,RANDZIO-PLATH,,
person/2081,Person,2081,Peter SKINNER,Skinner,Peter,SKINNER,,
person/4542,Person,4542,Timothy KIRKHOPE,Kirkhope,Timothy,KIRKHOPE,,
person/115868,Person,115868,Patricia VAN DER KAMMEN,van der Kammen,Patricia,KAMMEN,,
person/124749,Person,124749,Marijana PETIR,Petir,Marijana,PETIR,,
person/124799,Person,124799,Alessandra MORETTI,Moretti,Alessandra,MORETTIA,,
person/4400,Person,4400,Giorgio CELLI,CELLI,Giorgio,CELLI,,
person/229,Person,229,Pierre-Olivier LAPIE,Lapie,Pierre-Olivier,LAPIE,,
person/96744,Person,96744,José BOVÉ,Bové,José,BOVE,,
person/2239,Person,2239,Antoinette FOUQUE,Fouque,Antoinette,FOUQUE,,
person/124990,Person,124990,Lars ADAKTUSSON,Adaktusson,Lars,ADAKTUSSON,,
person/119441,Person,119441,Sandra PETROVIĆ JAKOVINA,Petrović Jakovina,Sandra,PETROVICJAKOVINA,,
person/197496,Person,197496,Marek BELKA,Belka,Marek,BELKA,,
person/197396,Person,197396,Erik BERGKVIST,Bergkvist,Erik,BERGKVIST,,
person/340,Person,340,Antoine KRIER,Krier,Antoine,KRIER,,
person/257083,Person,257083,João OLIVEIRA,Oliveira,João,OLIVEIRAJ,,
person/25704,Person,25704,Eleni THEOCHAROUS,Theocharous,Eleni,THEOCHAROUS,Θεοχάρους,Ελένη
person/28353,Person,28353,Anna FOTYGA,Fotyga,Anna,FOTYGA,,
person/712,Person,712,Jean REY,Rey,Jean,REY,,
person/1053,Person,1053,Leyla ONUR,Onur,Leyla,ONUR,,
person/268,Person,268,Thomas NOLAN,Nolan,Thomas,NOLAN,,
person/197755,Person,197755,Martin HORWOOD,Horwood,Martin,HORWOOD,,
person/1650,Person,1650,Roger GAUTHIER,Gauthier,Roger,GAUTHIER,,
person/331,Person,331,Kurt Georg KIESINGER,Kiesinger,Kurt Georg,KIESINGER,,
person/96764,Person,96764,Hermann WINKLER,Winkler,Hermann,WINKLER HERMANN,,
person/102,Person,102,Enrico RIZZI,Rizzi,Enrico,RIZZI,,
person/1125,Person,1125,Mireille Conception DOMENECH,Domenech,Mireille Conception,DOMENECH,,
person/28234,Person,28234,Angelika BEER,Beer,Angelika,BEER,,
person/1866,Person,1866,Willi PIECYK,Piecyk,Willi,PIECYK,,
person/4269,Person,4269,Per-Arne ARVIDSSON,Arvidsson,Per-Arne,ARVIDSSON,,
person/4530,Person,4530,Michael John HOLMES,Holmes,Michael John,HOLMES,,
person/72776,Person,72776,Michel BARNIER,Barnier,Michel,BARNIER,,
person/28176,Person,28176,Jeanine HENNIS-PLASSCHAERT,Hennis-Plasschaert,Jeanine,HENNISPLASSCHAERT,,
person/23810,Person,23810,Ágnes VADAI,Vadai,Ágnes,VADAI,,
person/28303,Person,28303,António COSTA,Costa,António,COSTA ANTONIO,,
person/853,Person,853,Maurice FAURE,Faure,Maurice,FAUREM,,
person/959,Person,959,Virginio BETTINI,Bettini,Virginio,BETTINI,,
person/96752,Person,96752,Martin HÄUSLING,Häusling,Martin,HAUSLING,,
person/238,Person,238,Diego de los SANTOS LÓPEZ,Santos López,Diego de los,SANTOS LOPEZ,,
person/1788,Person,1788,Daniel DUCARME,DUCARME,Daniel,DUCARME,,
person/372,Person,372,Michel HABIB-DELONCLE,Habib-Deloncle,Michel,HABIB-DELONCLE,,
person/220897,Person,220897,Petra STEGER,Steger,Petra,STEGERP,,
person/972,Person,972,Tom SPENCER,Spencer,Tom,SPENCER,,
person/1597,Person,1597,Francesca MARINARO,Marinaro,Francesca,MARINARO,,
person/249,Person,249,Leon-Eli TROCLET,Troclet,Leon-Eli,TROCLET,,
person/122885,Person,122885,Rina Ronja KARI,Kari,Rina Ronja,KARI,,
person/1284,Person,1284,Herman A. VERBEEK,Verbeek,Herman A.,VERBEEK,,
person/28367,Person,28367,Gabriele ALBERTINI,Albertini,Gabriele,ALBERTINIG,,
person/111,Person,111,Paul REYNAUD,Reynaud,Paul,REYNAUD,,
person/1859,Person,1859,Ulrich STOCKMANN,Stockmann,Ulrich,STOCKMANN,,
person/171,Person,171,Gerhard PHILIPP,Philipp,Gerhard,PHILIPP,,
person/4300,Person,4300,Christel FIEBIGER,Fiebiger,Christel,FIEBIGER,,
person/37525,Person,37525,Mladen Petrov CHERVENYAKOV,Chervenyakov,Mladen Petrov,CHERVENYAKOV,Червеняков,Младен Петров
person/1660,Person,1660,Colette GADIOUX,Gadioux,Colette,GADIOUX,,
person/1575,Person,1575,Tom NORMANTON,Normanton,Tom,NORMANTON,,
person/1051,Person,1051,Mihail PAPAYANNAKIS,PAPAYANNAKIS,Mihail,PAPAYANNAKIS,Παπαγιαννάκης,Μιχαήλ
person/1724,Person,1724,Enzo TORTORA,Tortora,Enzo,TORTORA,,
person/453,Person,453,Nel Mej. BARENDREGT,Barendregt,Nel Mej.,BARENDREGT,,
person/762,Person,762,Franz-Josef NORDLOHNE,Nordlohne,Franz-Josef,NORDLOHNE,,
person/257075,Person,257075,Isilda GOMES,Gomes,Isilda,GOMESI,,
person/645,Person,645,Abel DUBOIS,Dubois,Abel,DUBOIS,,
person/257038,Person,257038,Sigrid FRIIS,Friis,Sigrid,FRIISS,,
person/257138,Person,257138,Giuseppe ANTOCI,Antoci,Giuseppe,ANTOCIG,,
person/4471,Person,4471,Francesco MUSOTTO,Musotto,Francesco,MUSOTTO,,
person/878,Person,878,Pierre M.L.L.C. DESCHAMPS,Deschamps,Pierre M.L.L.C.,DESCHAMPS,,
person/197451,Person,197451,Viola VON CRAMON-TAUBADEL,von Cramon-Taubadel,Viola,VONCRAMON-TAUBADEL,,
person/4299,Person,4299,Adeline HAZAN,Hazan,Adeline,HAZAN,,
person/239258,Person,239258,Maria Angela DANZÌ,Danzì,Maria Angela,DANZÌ,,
person/754,Person,754,Flor O'MAHONY,O'Mahony,Flor,OMAHONY,,
person/2241,Person,2241,Marie-France DE ROSE,de Rose,Marie-France,ROSE,,
person/28357,Person,28357,Vladimír ŽELEZNÝ,Železný,Vladimír,ZELEZNY,,
person/1233,Person,1233,Gerd WALTER,Walter,Gerd,WALTER,,
person/28426,Person,28426,Armando DIONISI,Dionisi,Armando,DIONISI,,
person/2318,Person,2318,Rijk VAN DAM,van Dam,Rijk,DAM,,
person/28457,Person,28457,Luca ROMAGNOLI,Romagnoli,Luca,ROMAGNOLI,,
person/254719,Person,254719,VASCO BECKER-WEINBERG,BECKER-WEINBERG,VASCO,BECKERWEINBERGV,,
person/469,Person,469,Antonio CAVALLI,Cavalli,Antonio,CAVALLI,,
person/124893,Person,124893,Bogdan Andrzej ZDROJEWSKI,Zdrojewski,Bogdan Andrzej,ZDROJEWSKI,,
person/522,Person,522,Thomas DUNNE,Dunne,Thomas,DUNNE,,
person/1171,Person,1171,Claude J.E. ALLEGRE,Allegre,Claude J.E.,ALLEGRE,,
person/96803,Person,96803,Zbigniew ZIOBRO,Ziobro,Zbigniew,ZIOBRO,,
person/1429,Person,1429,Christopher BEAZLEY,Beazley,Christopher,BEAZLEYC,,
person/33981,Person,33981,Atilla Béla Ladislau KELEMEN,Kelemen,Atilla Béla Ladislau,KELEMENA,,
person/260035,Person,260035,Marko VEŠLIGAJ,Vešligaj,Marko,VESLIGAJM,,
person/1408,Person,1408,John HUME,Hume,John,HUME,,
person/212,Person,212,Ralph F. HOWELL,Howell,Ralph F.,HOWELLR,,
